smile,training_smile,hit,similarity
NC1C[C@H]1c1ccccc1,CC(=O)N[C@H]1C[C@@H]1C2=CC=CC=C2,0,0.6026490066225165
CCn1c2ccccc2n(C2=C(CO)CN(CC3CCCCCCC3)CC2)c1=O,C1CNCC=C1N2C3=CC=CC=C3NC2=O,0,0.7203703703703703
CCN(CC)c1cc(C)nc2ncnn12,CCN(CC)C1=CC(=NC2=NC=NN12)C,0,1.0
CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)COc1cccc(c1)C(F)(F)F,C1[C@@H]([C@@H]([C@H]([C@@H]1O)/C=C/[C@H](COC2=CC(=CC=C2)Cl)O)C/C=C\CCCC(=O)[O-])O.[Na+],0,0.6645569620253164
C[C@@H]([C@@H](O)c1ccc(O)cc1)N1CCC(O)(CC1)c1ccccc1,COC1=CC=C(C=C1)C2(CCN(CC2)CCCCOC3=CC=CC=C3)O,0,0.6724137931034483
Clc1cccc(c1)N1CCN(CCCn2nc3ccccn3c2=O)CC1,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl.Cl,0,1.0
CC1Oc2ccccc2CC1N(C)C,CCCC1=CC=CC=C1OCCNC(=O)C,0,0.49572649572649574
Cn1c(=O)cc(N2CCCC(N)C2)n(Cc2cc(F)ccc2C#N)c1=O,CC1CC(CN(C1)C2=CC(=O)N(C(=O)N2)CC3=CC=C(C=C3)F)C,0,0.6576955424726662
C(C#CCN1CCCC1)N1CCCC1,CCCN(CCC)CC#CCO,0,0.6126126126126126
CS(=O)(=O)OC[C@H](O)[C@@H](O)COS(C)(=O)=O,CC(C)C(COC)COS(=O)(=O)N,0,0.2271062271062271
CCOc1cc(OCC)c(cc1OCC)C(=O)CCC(O)=O,COC1=CC(=C(C=C1C(=O)CCC(=O)O)OC)OC,0,0.9060509554140127
COc1cc2CCn3c(c\c(=N/c4c(C)cc(C)cc4C)n(C)c3=O)-c2cc1OC,COC1=C(C=C2C(=C1)CCN3C2=CC(=NC3=O)OCC4=CN=CC=C4)OC,0,0.7442472057856673
NC(=O)c1cc(N2CC2)c(cc1[N+]([O-])=O)[N+]([O-])=O,CN(C)C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(=O)N(C)C,0,0.6299465240641712
CC(/C=C/C1=C(C)CCCC1(C)C)=C\C=C\C(C)=C\C(O)=O,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C,0,1.0
CC(=O)OCC(COC(C)=O)OC(C)=O,CCCCCCCC(=O)OCC(CO)O,0,0.42328042328042326
C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@H]([C@@]2(C(=O)CO)O)O)CCC4=CC(=O)C=C[C@@]43C)F)O,0,1.0
CC1(C)O[C@@H]2CC3C4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@@]53C)F)O,0,1.0
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N,0,1.0
NC(=S)N\N=C\c1ncccc1N,CN1C=CC=C1/C=N/NC(=S)N,0,0.4717948717948718
Cc1nnc2CN=C(c3ccccc3Cl)c3cc(Cl)ccc3-n12,C1C2=NN=CN2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4Cl,0,0.9588235294117647
CCOC1O[C@H]([C@@H](COCc2ccccc2)OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1O,CO[C@H]1[C@@H]([C@@H](O[C@H]2[C@@H]1OC(OC2)C3=CC=CC=C3)OC)O,0,0.8022875816993464
Oc1c(Br)cc(Br)cc1C(=O)Nc1ccc(Br)cc1,COC1=C(C=C(C=C1)Br)C(=O)NC2=CC=C(C=C2)O,0,0.7450657894736842
OCC(Br)(Br)Br,C(=C(Br)Br)C(=O)O,0,0.16129032258064516
CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,CCCCCCCC(=O)OCC(CO)O,0,0.5561224489795918
CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,CCCCCCCC(=O)OCC(CO)O,0,0.7091836734693877
NS(=O)(=O)c1cc2c(NC(NS2(=O)=O)C(Cl)Cl)cc1Cl,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)NC(N2)C(Cl)Cl,0,1.0
ClCCN(CCCl)CCCl,C1CN(CCN1CCN)CCN,0,0.2631578947368421
OC(=O)C(Cl)(Cl)Cl,CN(C)/C=C/C(=O)C(Cl)(Cl)Cl,0,0.1893939393939394
ClC=C(Cl)Cl,C1CC(=C(Cl)Cl)CC1CC(=O)O,0,0.052884615384615384
C[C@H](\C=C(C)\C=C\C(=O)NO)C(=O)c1ccc(cc1)N(C)C,CC(=O)C1=CC=C(C=C1)N(C)C,0,0.4671201814058957
Cn1nc(N)c2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c3ncnc1c23,C1=C(C2=C(N=CN=C2N1C3C(C(C(O3)CO)O)O)N)C(=O)N.O,0,0.7183288409703504
CSc1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[nH]1,CSC1=NC2=CC(=C(C=C2N1)Cl)OC3=C(C(=CC=C3)Cl)Cl,0,1.0
Clc1ccc(NC(=O)Nc2ccc(Cl)c(Cl)c2)cc1,C1=CC(=CC(=C1)Cl)NC(=O)NC2=CC(=CC=C2)Cl,0,0.8403041825095057
Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,C1=CC(=C(C=C1Cl)Cl)OC2=CN=NS2,0,0.42323651452282157
CC[N+](CC)(CC)CCC(O)(C1CCCCC1)c1ccccc1,CCN(CC)CCC(C1CCCCC1)(C2=CC=CC=C2)O,0,0.9702048417132216
NCCNCCNCCN,C(CNCCNCCN)N.Cl,0,1.0
CN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F.Cl,0,1.0
CN(C)CCCN1c2ccccc2Sc2ccc(cc12)C(F)(F)F,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F.Cl,0,1.0
OC[C@H]1O[C@H](C[C@@H]1O)n1cc(c(=O)[nH]c1=O)C(F)(F)F,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O,0,1.0
CC(=O)Oc1cc(ccc1C(O)=O)C(F)(F)F,CC(=O)OC1=CC(=C(C=C1)C(=O)O)OC(=O)C,0,0.6419753086419753
C[n+]1cccc(c1)C(O)=O,C1=CC(=CN=C1)C(=O)O,0,0.7042801556420234
OC(CCN1CCCCC1)(C1CCCCC1)c1ccccc1,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O.Cl,0,1.0
C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(=O)C(C[C@]35C)C#N)[C@@H]1CC[C@@H]2O,CC(=O)[C@]12[C@H](O1)C[C@@H]3[C@@]2(CC[C@H]4[C@H]3CC[C@@H]5[C@@]4(CC[C@@H](C5)O)C)C,0,0.7179054054054054
FC(F)(F)c1ccccc1-n1ccnc1,CC1=CC=CC=C1N2C=CNC2=S,0,0.5953654188948306
CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(N(C)C)c1ccccc1,CCC(COC(=O)C1=CC(=C(C(=C1)OC)OC)OC)(C2=CC=CC=C2)N(C)C.C(=C\C(=O)O)\C(=O)O,0,0.9767726161369193
CC(CN(C)C)CN1c2ccccc2Sc2ccccc12.CC(CN(C)C)CN1c2ccccc2Sc2ccccc12,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31.Cl,0,0.9513513513513514
COc1ccc(CN2CCNCC2)c(OC)c1OC,COC1=C(C(=C(C=C1)CN2CCNCC2)OC)OC.Cl,0,1.0
CN1C(=O)OC(C)(C)C1=O,CC(C)CCC(=O)N1CCOC1=O,0,0.4391304347826087
COc1cc(cc(OC)c1OC)C(=O)NCc1ccc(OCCN(C)C)cc1,COC1=CC(=CC(=C1OC)OC)C(=O)NCCOC2=CC=CC=C2,0,0.8466019417475729
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,0,1.0
COc1cc(CC2NCCc3cc(O)c(O)cc23)cc(OC)c1OC,COC1=C(C=C2C(NCCC2=C1)CC3=CC=C(C=C3)O)O,0,0.9418960244648318
CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,CCCC(C)(COC(=O)N)COC(=O)NC(C)C,0,0.3660377358490566
COc1cc(cc(OC)c1OC)C(=O)N1CCOCC1,C1COCCN1C(=O)C2=CC3=C(C=C2)OCO3,0,0.8480565371024735
CC(CN(C)C)CN1c2ccccc2CCc2ccccc12,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,0,0.9526411657559198
Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,CC1=CC(=O)OC2=C1C=C3C=C(OC3=C2C)C,0,1.0
CN(C)CCN(Cc1ccccc1)c1ccccn1,CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2.Cl,0,1.0
Cc1ccc(cc1)C(=C/CN1CCCC1)\c1ccccn1,CN1CCC(=C(C2=CC=C(C=C2)Cl)C3=CC=CC=N3)CC1.C(=C\C(=O)[O-])\C(=O)[O-],0,0.6140845070422535
CC(C)C(C)(C)C,CC(C)(CC(=O)O)CN.Cl,0,0.18072289156626506
CC(C)[C@]12O[C@H]1[C@@H]1O[C@]11[C@]3(O[C@H]3C[C@H]3C4=C(CC[C@]13C)C(=O)OC4)[C@@H]2O,CC(C)[C@@]12[C@@H](O1)[C@H]3[C@@]4(O3)[C@]5(CCC6=C([C@@H]5C[C@H]7[C@]4([C@@H]2O)O7)COC6=O)C,0,1.0
CC(C)C[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC2=CN(C=N2)CC3=CC=CC=C3)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CC7=CN=CN7)NC(=O)C8CCC(=O)N8,0,0.8896999188969992
Cln1c(=O)[nH]c(=O)n(Cl)c1=O,C=CCN1C(=O)N(C(=O)N(C1=O)CCC#N)CCC#N,0,0.16441441441441443
NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(O)=O)C(O)=O,CC(C)CC(C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)N)NC(=O)C2CCC(=O)N2,0,0.7190388170055453
Cc1c(C)c2OC(C)(COc3ccc(CC4SC(=O)NC4=O)cc3)CCc2c(C)c1O,COC1=C(C(=CC=C1)OC)CC2C(=O)NC(=O)S2,0,0.5532338308457712
CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](OC3O[C@H](C)C[C@@H]([C@H]3OC(C)=O)N(C)C)[C@@H](C)C[C@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)OC(=O)CCC(=O)OCC)(C)O)C)C)O)(C)O,0,0.8843058350100603
Cc1c(C)c2OC(C)(CCc2c(C)c1O)C(O)=O,CC1(CC(=O)C2=C(O1)C=CC(=C2)OCC(=O)O)C,0,0.5868055555555556
OC(=O)c1ccccc1NCCc1ccccc1,C1=CC=C(C=C1)C(=O)CNC2=CC=CC=C2C(=O)O,0,0.8518518518518519
NC(CO)(CO)CO,CCCCCCCCNC(CO)(CO)CO,0,0.34513274336283184
CN1C2CCC1CC(C2)OC(=O)c1cc(C)cc(C)c1,C[N+]1(C2CCC1CC(C2)OC(=O)C3=CC=CC=C3)C.[Br-],0,0.8689788053949904
COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(=O)OCC(C(O)=O)c3ccccc3)c2c1,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OCC(=O)O,0,0.9207606973058637
CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2,0,1.0
CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)c1c[nH]c2ccccc12,CN1C2CCC1CC(C2)OC(=O)C3=CNC4=CC=CC=C43,0,1.0
OC(C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]21CCCC1)(c1ccccc1)c1ccccc1,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O.Cl,0,0.9686221009549796
N[C@H]1[C@@H]2CN(C[C@H]12)c1nc2n(cc(C(O)=O)c(=O)c2cc1F)-c1ccc(F)cc1F,CS(=O)(=O)O.C1C2C(C2N)CN1C3=C(C=C4C(=O)C(=CN(C4=N3)C5=C(C=C(C=C5)F)F)C(=O)O)F,0,0.9942652329749104
CCC(CO)(C(=O)OC1CC2CCC(C1)[N+]2(C)C)c1ccccc1,CCC(CO)(C1=CC=CC=C1)C(=O)OC2CC3CCC(C2)N3C.Cl,0,0.9802816901408451
Brc1ccc(NC(=S)NCCc2ccccn2)nc1,C1=CC=C(C=C1)CCNC(=S)NC2=NC=C(C=C2)Br,0,0.7549019607843137
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(oc4cc(OCCO)cc(O)c4c3=O)-c3ccc(OCCO)c(OCCO)c3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,0,0.9682656826568266
COc1cc(cc(OC)c1OC)C(=O)NC1CCCNC1,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CCCNC2,0,1.0
COc1ccsc1CNCC[C@]1(CCOC2(CCCC2)C1)c1ccccn1,CC(C)C1CC(CCO1)(CCNC(C)C2=CC=CS2)C3=CC=CC=C3OC,0,0.5404651162790698
O=C1c2ccccc2-n2c1nc1ccccc1c2=O,C1=CC=C2C(=C1)C(=O)N3C4=CC=CC=C4C(=O)C3=N2,0,1.0
N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O,CCC(CC1=CNC2=CC=CC=C21)N.CC(=O)O,0,0.8276515151515151
C\C(=C/c1ccc(cc1)C(O)=O)c1ccc2c(c1)C(C)(C)CCC2(C)C,CC(C)C1=CC2=C(C=C1)C3(CCCC(C3CC2)(C)CN)C.C1=CC=C(C=C1)C(=O)O,0,0.5506329113924051
Cc1ccc(cc1)-c1csc2ncnc(SCCC(O)=O)c12,CC1=CC=C(C=C1)C2=CSC3=C2C(=NC=N3)SCC(=O)O,0,0.9144329896907216
CCOC(=O)c1ccccc1OC(=O)CCCCCCCC(=O)Oc1ccccc1C(=O)OCC,C1C2CC3CC1CC(C2)(C3)C(=O)OC4=CC=CC=C4C(=O)O,0,0.7173202614379085
CCCCCC(C)N,C1CCC(C(C1)N)N.Cl[Pt]Cl,0,0.45454545454545453
CN1CCc2c(C1)c1ccccc1n2Cc1ccc(cc1)C(=O)NO,CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=CC=C4.Cl,0,0.9429373246024322
COc1cc2CCN(C)[C@H]3Cc4ccc(Oc5c(O)c(OC)cc6CC[N+](C)(C)[C@H](Cc7ccc(O)c(Oc1cc23)c7)c56)cc4,CN1CCC2=CC(=C3C=C2[C@H]1CC4=CC=C(C=C4)OC5=C6[C@@H](CC7=CC(=C(C=C7)O)O3)N(CCC6=CC(=C5O)OC)C)OC,0,0.9788867562380038
Cc1cc(Nc2ncnc3ccc(NC4=NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1,CC1=CC(=C(C=C1)O)NC2=NC=NC3=C2C=C(C=C3)[N+](=O)[O-].Cl,0,0.5627062706270627
OC(=O)CCc1ccc(cc1F)C#Cc1ccccc1CC#N,CC1=CC(=C(C=C1CCC(=O)O)C)CCC(=O)O,0,0.374749498997996
Cc1ccc(cc1)-c1ccc(F)cc1COc1ccc(CCC(O)=O)cc1,COC1=CC=C(C=C1)C2=C(C=C(C=C2)OC)C(=O)O,0,0.4471428571428571
CC(C)(C)NCC(O)c1ccccc1Cl,CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)Cl)O.Cl,0,0.5533333333333333
CC(C)c1ccccc1Cc1cc(C(=O)Nc2ccc(cc2)S(=O)(=O)c2ccccc2C(C)(C)C)c(O)c(O)c1O,CC1CCCCN1S(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=C(C(=C(C=C3)OC)OC)OC,0,0.5439429928741093
Nc1cccc(c1)-c1cc2c(Oc3cccc(O)c3)ncnc2[nH]1,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC(=CC=C3)[N+](=O)[O-])OC4=CC=C(C=C4)Cl,0,0.4862710363153233
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](N)CC(O)=O)C(C)C)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N1CCC[C@H]1C(O)=O,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CN=CN1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](C(C)C)N,0,0.8754940711462451
CC(C)(C)C(=O)C(\NNc1ccc(Cl)cc1)=N\c1ccc(Cl)cc1,CC(=O)C(=NC1=CC=CC=C1Cl)NNC2=CC=C(C=C2)Cl,0,0.6823956442831216
CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@@H]([C@H]2O)N(C)C)[C@@H](CC=O)C[C@@H](C)C(=O)\C=C\C(C)=C\[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)OC(=O)CCC(=O)OCC)(C)O)C)C)O)(C)O,0,0.733392382639504
C=O.C1CO1.CC(C)(C)CC(C)(C)c1ccc(O)cc1,C1C2CC3CC1CC(C2)(C3)C4=CC=C(C=C4)OCCN.Cl,0,0.5973333333333334
CC(C)c1ccc(C)cc1OC=C1NCCN1,CC1=CC(=C(C=C1)C(C)C)OCCN.Cl,0,0.5933333333333334
CC(C)(C)c1cc(C=C(C#N)C#N)cc(c1O)C(C)(C)C,CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,0,0.6827956989247311
COc1cc2ncc(nc2cc1OC)-c1ccccc1,CCOC1=CC=C(C=C1)C2=NC3=CC=CC=C3N=C2,0,0.7052117263843648
COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Cl)OC.Cl,0,1.0
Oc1ccc(C=C(C#N)C#N)cc1O,C1=C(C=C(C(=C1O)O)O)/C=C(\C#N)/C(=O)N,0,0.6751412429378532
Oc1ccc(cc1O)\C=C(/C#N)C(=O)Nc1ccccc1,C1OC2=C(O1)C=C(C=C2)/C=C(/C#N)\C(=O)NC3=CC=C(C=C3)O,0,0.8104026845637584
COc1cc(\C=C(/C#N)C(N)=O)cc(CSc2nc3ccccc3s2)c1O,COC1=C(C=C(C=C1)/C=N/NC(=O)C2=CC=NC=C2)CSC3=NC4=CC=CC=C4S3,0,0.6527909176915799
C[C@H](NC(=O)C(=C\c1ccc(O)c(O)c1)\C#N)c1ccccc1,CC(C1=CC=CC=C1)NC(=O)/C(=C/C2=CC(=C(C=C2)OC)O)/C#N,0,0.9384359400998337
CC(C)(C)c1cc(cc(c1O)C(C)(C)C)\C=C(/C#N)C(N)=S,CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,0,0.5631929046563193
NC(=O)C(=C\c1ccc(O)c(O)c1)\C#N,C1=C(C=C(C(=C1O)O)O)/C=C(\C#N)/C(=O)N,0,0.9479768786127167
CS\C(N)=C(C#N)\C(C#N)=C(/N)SC,CC(C)C1C(=C(SC(=C1C#N)N)N)C#N,0,0.2490566037735849
N\C(Sc1ccccc1N)=C(C#N)/C(C#N)=C(/N)Sc1ccccc1N,CC(=S)/C=C\1/N(C2=CC=CC=C2S1)C,0,0.3629441624365482
N\C(Sc1ccccc1N)=C(C#N)/C(C#N)=C(\N)Sc1ccccc1N,CC(=S)/C=C\1/N(C2=CC=CC=C2S1)C,0,0.3629441624365482
CC(C)C(=O)c1ccc(O)c(O)c1,CC(C)C(=O)C1=CC(=C(C=C1)O)O,0,1.0
NS(=O)(=O)c1ccc(NC(=O)Nc2ccc(F)cc2)cc1,C1=CC(=CC=C1NC(=O)NC2=CC=C(C=C2)S(=O)(=O)N)S(=O)(=O)N,0,0.8772455089820359
CCN(CC)CCO[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CCC4=O)[C@@H]3CC=C2C1,C[C@]12CCC3C(C1CCC2=O)CC=C4[C@@]3(CCC(C4)OC(=O)CCC(=O)O)C,0,0.8076225045372051
CN([C@H]1CCCC[C@@H]1N1CCCC1)C(=O)Cc1ccc(Cl)c(Cl)c1,CN([C@@H]1CCCC[C@H]1N2CCCC2)C(=O)CC3=CC(=C(C=C3)Cl)Cl.CS(=O)(=O)O,0,0.9749552772808586
CN([C@@H]1CCCC[C@@H]1N1CCCC1)C(=O)c1ccc(Cl)c(Cl)c1,CN(C1CCCN(C1)CC2=CC=CC=C2F)C(=O)C3=CC(=CC=C3)Cl,0,0.71004243281471
C[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)Cc1cnc[nH]1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(N)=O,CC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)NC3CC3,0,0.7627856365614799
CCCN(CCC)C1Cc2cc(OC)c(OC)cc2C1,CC(CC1=CC=C(C=C1)OC)NCCC2=CC(=C(C=C2)OC)OC,0,0.6831275720164609
N[C@@H](CCNCc1ccc(Cl)cc1)C(=O)N1CCCCC1,C1CCN(CC1)C(=O)CCCNC(=O)C2=CC=C(C=C2)Cl,0,0.6666666666666666
Clc1ccc(cn1)C1=CCCC2CCC1N2,CN1C[C@@H](C=C2[C@H]1CC3=CNC4=CC=CC2=C34)CO,0,0.4482484076433121
CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(O)=O,CC(C)CC(C(=O)OC)NC(=O)C(CC1=CC=CC=C1)N.Cl,0,0.5500770416024653
NC(Cn1ccc(=O)n(Cc2ccccc2C(O)=O)c1=O)C(O)=O,CCOC(=O)CCN1C=C(C(=O)N(C1=O)CC2=CC=CC=C2)F,0,0.6666666666666666
N[C@@H](Cn1ccc(=O)n(Cc2ccccc2C(O)=O)c1=O)C(O)=O,CCOC(=O)CCN1C=C(C(=O)N(C1=O)CC2=CC=CC=C2)F,0,0.6666666666666666
Cc1cn(C[C@H](N)C(O)=O)c(=O)n(Cc2ccsc2C(O)=O)c1=O,CC(C)N1C=C(C(=O)N(C1=O)CC2=CC=CC=C2)/C(=N/O)/N,0,0.5966453674121406
Oc1c(CN2CCCC2)cc(COCc2ccccc2)c2cccnc12,COCC1=C2C=CC=NC2=C(C(=C1)CN3CCCC3)O,0,0.9801324503311258
C(NC(c1ccccc1)(c1ccccc1)c1ccccc1)c1cccnc1,CC1=CC=C(C=C1)CNCC2=CN=CC=C2,0,0.5315068493150685
CCCCNNC(=O)c1ccc(Br)cc1,C1=CC(=CC=C1C(=O)NNC(=O)CCC(=O)O)Br,0,0.7551622418879056
CCCCOC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F,C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F,0,0.7925233644859813
CCCN(CCC)[C@@H]1CCc2c(OC)cccc2[C@@H]1C,CC(=O)NC1CCC2=C(C1=O)C=CC=C2OC,0,0.6170678336980306
C[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCCc1ccc(c(C)c1)-c1ccccc1)CC(=O)NO)C(C)(C)C)c1ccccc1,CC(C)C[C@@H](C(=O)N1CCC(CC1)C(=O)N[C@@H](C(C)C)C(=O)NC(C)C2=CC=CC=C2)N,0,0.6102088167053364
NC(=O)c1noc(n1)[C@H](CCCC1CCCCC1)CC(=O)NO,CCN(CC1=CC=CC=C1)C(=O)CCC2=NC(=NO2)CN3CCN(CC3)C(=O)C4=CC=C(C=C4)[N+](=O)[O-],0,0.3998025666337611
OC(=O)C(=C\c1cn(-c2ccccc2)c2ccccc12)\C#N,COC(=O)/C(=C/C1=CNC2=CC=CC=C21)/C#N,0,0.6670838548185232
CC1Sc2c(C(O)=O)c(=O)c3cc(F)c(cc3n12)N1CCNCC1,CN1CCN(CC1)C2=C(C=C3C4=C2SCCN4C=C(C3=O)C(=O)O)F.Cl,0,0.7489123679303915
CN(C)c1ccc(cc1)[C@H]1C[C@@]2(C)[C@@H](CC[C@]2(OC(C)=O)C(C)=O)[C@@H]2CCC3=CC(=O)CCC3=C12,CC#C[C@@]1(CC[C@@H]2[C@@]1(C[C@@H](C3=C4CCC(=O)C=C4CC[C@@H]23)C5=CC=C(C=C5)N(C)C)C)O,0,0.7970253718285214
OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCOCc3ccccc3)(CC1)CC2,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,0,0.7610062893081762
CN(C)CCN1C(=O)c2cccc3cc(NC(N)=O)cc(C1=O)c23,CCN(CC)CCN1C(=O)C2=CC=CC3=CC(=CC(=C32)C1=O)N,0,0.8577235772357723
